name,tokens,lemmes,keywords,tfidf,score
iTrend,"['itrend', 'leader', 'services', 'technologie', 'numérique', 'spécialisé', 'développement', 'solution', 'numériques', 'améliorer', 'processus', 'entreprises', 'somme', 'expert', 'diver', 'domaines', 'cloud', 'computing', 'big', 'datum', 'cybersecurity', 'production']","['itrend', 'leader', 'services', 'technologie', 'numérique', 'spécialisé', 'développement', 'solution', 'numériques', 'améliorer', 'processus', 'entreprises', 'somme', 'expert', 'diver', 'domaines', 'cloud', 'computing', 'big', 'datum', 'cybersecurity', 'production']","['itrend', 'leader', 'services', 'technologie', 'numérique', 'spécialisé', 'développement', 'solution', 'numériques', 'améliorer']","[('améliorer', np.float64(0.1259881576697424)), ('améliorer processus', np.float64(0.1259881576697424)), ('améliorer processus entreprises', np.float64(0.1259881576697424)), ('big', np.float64(0.1259881576697424)), ('big datum', np.float64(0.1259881576697424)), ('big datum cybersecurity', np.float64(0.1259881576697424)), ('cloud', np.float64(0.1259881576697424)), ('cloud computing', np.float64(0.1259881576697424)), ('cloud computing big', np.float64(0.1259881576697424)), ('computing', np.float64(0.1259881576697424)), ('computing big', np.float64(0.1259881576697424)), ('computing big datum', np.float64(0.1259881576697424)), ('cybersecurity', np.float64(0.1259881576697424)), ('cybersecurity production', np.float64(0.1259881576697424)), ('datum', np.float64(0.1259881576697424)), ('datum cybersecurity', np.float64(0.1259881576697424)), ('datum cybersecurity production', np.float64(0.1259881576697424)), ('diver', np.float64(0.1259881576697424)), ('diver domaines', np.float64(0.1259881576697424)), ('diver domaines cloud', np.float64(0.1259881576697424))]",5
WebTrend,"['dater', 'layer', 'website', 'traffic', 'dater', 'analysis', 'custom', 'report', 'dashboard', 'integration', 'analytics', 'tools', 'google', 'analytics', 'adobe', 'analytics', 'mixpanel', 'webtrend', 'webtrend', 'leading', 'provider', 'website', 'traffic', 'dater', 'analysis', 'service', 'offering', 'customized', 'solution', 'dater', 'layer', 'report', 'dashboard', 'integration', 'analytics', 'tool', 'team', 'expert', 'leverage', 'advanced', 'technologie', 'deliver', 'accurate', 'actionabl', 'insight', 'help', 'businesse', 'informed', 'decision']","['dater', 'layer', 'website', 'traffic', 'dater', 'analysis', 'custom', 'report', 'dashboard', 'integration', 'analytics', 'tools', 'google', 'analytics', 'adobe', 'analytics', 'mixpanel', 'webtrend', 'webtrend', 'leading', 'provider', 'website', 'traffic', 'dater', 'analysis', 'service', 'offering', 'customized', 'solution', 'dater', 'layer', 'report', 'dashboard', 'integration', 'analytics', 'tool', 'team', 'expert', 'leverage', 'advanced', 'technologie', 'deliver', 'accurate', 'actionabl', 'insight', 'help', 'businesse', 'informed', 'decision']","['dater', 'analytics', 'layer', 'website', 'traffic', 'analysis', 'report', 'dashboard', 'integration', 'webtrend']","[('analytics', np.float64(0.2786932057166471)), ('dater', np.float64(0.2786932057166471)), ('analysis', np.float64(0.13934660285832354)), ('dashboard', np.float64(0.13934660285832354)), ('dashboard integration', np.float64(0.13934660285832354)), ('dashboard integration analytics', np.float64(0.13934660285832354)), ('dater analysis', np.float64(0.13934660285832354)), ('dater layer', np.float64(0.13934660285832354)), ('integration', np.float64(0.13934660285832354)), ('integration analytics', np.float64(0.13934660285832354)), ('layer', np.float64(0.13934660285832354)), ('report', np.float64(0.13934660285832354)), ('report dashboard', np.float64(0.13934660285832354)), ('report dashboard integration', np.float64(0.13934660285832354)), ('traffic', np.float64(0.13934660285832354)), ('traffic dater', np.float64(0.13934660285832354)), ('traffic dater analysis', np.float64(0.13934660285832354)), ('website', np.float64(0.13934660285832354)), ('website traffic', np.float64(0.13934660285832354)), ('website traffic dater', np.float64(0.13934660285832354))]",8
DOTS Digital Agency,"['graphic', 'design', 'engineering', 'digital', 'marketing', 'introducing', 'dot', 'digital', 'agency', 'leading', 'provider', 'graphic', 'design', 'engineering', 'digital', 'marketing', 'service', 'team', 'expert', 'utilizes', 'latest', 'technologie', 'deliver', 'exceptional', 'results', 'client', 'focus', 'excellenc', 'aspect', 'work', 'dedicated', 'helping', 'businesse', 'succeed', 'fast', 'paced', 'digital', 'landscape', 'need', 'new', 'website', 'comprehensiv', 'digital', 'marketing', 'strategy', 'dot', 'digital', 'agency', 'skills', 'expertise', 'help', 'achieve', 'goal']","['graphic', 'design', 'engineering', 'digital', 'marketing', 'introducing', 'dot', 'digital', 'agency', 'leading', 'provider', 'graphic', 'design', 'engineering', 'digital', 'marketing', 'service', 'team', 'expert', 'utilizes', 'latest', 'technologie', 'deliver', 'exceptional', 'results', 'client', 'focus', 'excellenc', 'aspect', 'work', 'dedicated', 'helping', 'businesse', 'succeed', 'fast', 'paced', 'digital', 'landscape', 'need', 'new', 'website', 'comprehensiv', 'digital', 'marketing', 'strategy', 'dot', 'digital', 'agency', 'skills', 'expertise', 'help', 'achieve', 'goal']","['digital', 'marketing', 'graphic', 'design', 'engineering', 'dot', 'agency', 'introducing', 'leading', 'provider']","[('digital', np.float64(0.3991140631426436)), ('digital marketing', np.float64(0.1995570315713218)), ('marketing', np.float64(0.1995570315713218)), ('agency', np.float64(0.13303802104754786)), ('design', np.float64(0.13303802104754786)), ('design engineering', np.float64(0.13303802104754786)), ('design engineering digital', np.float64(0.13303802104754786)), ('digital agency', np.float64(0.13303802104754786)), ('dot', np.float64(0.13303802104754786)), ('dot digital', np.float64(0.13303802104754786)), ('dot digital agency', np.float64(0.13303802104754786)), ('engineering', np.float64(0.13303802104754786)), ('engineering digital', np.float64(0.13303802104754786)), ('engineering digital marketing', np.float64(0.13303802104754786)), ('graphic', np.float64(0.13303802104754786)), ('graphic design', np.float64(0.13303802104754786)), ('graphic design engineering', np.float64(0.13303802104754786)), ('achieve', np.float64(0.06651901052377393)), ('achieve goal', np.float64(0.06651901052377393)), ('agency leading', np.float64(0.06651901052377393))]",8
SKWERE,"['web', 'design', 'graphic', 'design', 'social', 'medium', 'management', 'seo', 'skwere', 'agence', 'création', 'numérique', 'spécialisée', 'web', 'design', 'graphique', 'gestion', 'sociale', 'média', 'somme', 'expert', 'seo', 'utilisons', 'technologies', 'avancées', 'aider', 'atteindre', 'objectifs', 'visibilité', 'ligne']","['web', 'design', 'graphic', 'design', 'social', 'medium', 'management', 'seo', 'skwere', 'agence', 'création', 'numérique', 'spécialisée', 'web', 'design', 'graphique', 'gestion', 'sociale', 'média', 'somme', 'expert', 'seo', 'utilisons', 'technologies', 'avancées', 'aider', 'atteindre', 'objectifs', 'visibilité', 'ligne']","['design', 'web', 'seo', 'graphic', 'social', 'medium', 'management', 'skwere', 'agence', 'création']","[('design', np.float64(0.30151134457776363)), ('seo', np.float64(0.20100756305184242)), ('web', np.float64(0.20100756305184242)), ('web design', np.float64(0.20100756305184242)), ('agence', np.float64(0.10050378152592121)), ('agence création', np.float64(0.10050378152592121)), ('agence création numérique', np.float64(0.10050378152592121)), ('aider', np.float64(0.10050378152592121)), ('aider atteindre', np.float64(0.10050378152592121)), ('aider atteindre objectifs', np.float64(0.10050378152592121)), ('atteindre', np.float64(0.10050378152592121)), ('atteindre objectifs', np.float64(0.10050378152592121)), ('atteindre objectifs visibilité', np.float64(0.10050378152592121)), ('avancées', np.float64(0.10050378152592121)), ('avancées aider', np.float64(0.10050378152592121)), ('avancées aider atteindre', np.float64(0.10050378152592121)), ('création', np.float64(0.10050378152592121)), ('création numérique', np.float64(0.10050378152592121)), ('création numérique spécialisée', np.float64(0.10050378152592121)), ('design graphic', np.float64(0.10050378152592121))]",8
ONLYTECH,"['web', 'marketing', 'service', 'social', 'medium', 'management', 'seo', 'optimization', 'web', 'development', 'crm', 'marketing', 'automation', 'landing', 'page', 'google', 'campaign', 'html', 'css', 'psd', 'javascript', 'php', 'onlytech', 'entreprise', 'spécialisée', 'services', 'web', 'marketing', 'gestion', 'médias', 'sociaux', 'seo', 'développement', 'web', 'gestion', 'client', 'crm', 'publicité', 'page', 'campagne', 'publicitaire', 'google', 'somme', 'expert', 'html', 'css', 'psd', 'javascript', 'php', 'offrons', 'solutions', 'personnalisées', 'améliorer', 'présence', 'web']","['web', 'marketing', 'service', 'social', 'medium', 'management', 'seo', 'optimization', 'web', 'development', 'crm', 'marketing', 'automation', 'landing', 'page', 'google', 'campaign', 'html', 'css', 'psd', 'javascript', 'php', 'onlytech', 'entreprise', 'spécialisée', 'services', 'web', 'marketing', 'gestion', 'médias', 'sociaux', 'seo', 'développement', 'web', 'gestion', 'client', 'crm', 'publicité', 'page', 'campagne', 'publicitaire', 'google', 'somme', 'expert', 'html', 'css', 'psd', 'javascript', 'php', 'offrons', 'solutions', 'personnalisées', 'améliorer', 'présence', 'web']","['web', 'marketing', 'seo', 'crm', 'page', 'google', 'html', 'css', 'psd', 'javascript']","[('web', np.float64(0.33407655239053047)), ('marketing', np.float64(0.2004459314343183)), ('crm', np.float64(0.1336306209562122)), ('css', np.float64(0.1336306209562122)), ('css psd', np.float64(0.1336306209562122)), ('css psd javascript', np.float64(0.1336306209562122)), ('gestion', np.float64(0.1336306209562122)), ('google', np.float64(0.1336306209562122)), ('html', np.float64(0.1336306209562122)), ('html css', np.float64(0.1336306209562122)), ('html css psd', np.float64(0.1336306209562122)), ('javascript', np.float64(0.1336306209562122)), ('javascript php', np.float64(0.1336306209562122)), ('page', np.float64(0.1336306209562122)), ('php', np.float64(0.1336306209562122)), ('psd', np.float64(0.1336306209562122)), ('psd javascript', np.float64(0.1336306209562122)), ('psd javascript php', np.float64(0.1336306209562122)), ('seo', np.float64(0.1336306209562122)), ('web marketing', np.float64(0.1336306209562122))]",8
Aurone,"['aurone', 'entreprise', 'offre', 'service', 'humaine', 'sites', 'web', 'utilise', 'technologies', 'javascript', 'cookies', 'vérifier', 'sécurité', 'connexion', 'utilisateurs', 'continuer', 'mis', 'place', 'vérification', 'prendre', 'secondes', 'assure', 'sécurité', 'supérieure', 'site', 'web', 'service', 'humaine', 'aurone', 'facilement', 'accessible', 'site', 'web']","['aurone', 'entreprise', 'offre', 'service', 'humaine', 'sites', 'web', 'utilise', 'technologies', 'javascript', 'cookies', 'vérifier', 'sécurité', 'connexion', 'utilisateurs', 'continuer', 'mis', 'place', 'vérification', 'prendre', 'secondes', 'assure', 'sécurité', 'supérieure', 'site', 'web', 'service', 'humaine', 'aurone', 'facilement', 'accessible', 'site', 'web']","['web', 'aurone', 'service', 'humaine', 'sécurité', 'site', 'entreprise', 'offre', 'sites', 'utilise']","[('web', np.float64(0.2785430072655778)), ('aurone', np.float64(0.18569533817705186)), ('humaine', np.float64(0.18569533817705186)), ('service', np.float64(0.18569533817705186)), ('service humaine', np.float64(0.18569533817705186)), ('site', np.float64(0.18569533817705186)), ('site web', np.float64(0.18569533817705186)), ('sécurité', np.float64(0.18569533817705186)), ('accessible', np.float64(0.09284766908852593)), ('accessible site', np.float64(0.09284766908852593)), ('accessible site web', np.float64(0.09284766908852593)), ('assure', np.float64(0.09284766908852593)), ('assure sécurité', np.float64(0.09284766908852593)), ('assure sécurité supérieure', np.float64(0.09284766908852593)), ('aurone entreprise', np.float64(0.09284766908852593)), ('aurone entreprise offre', np.float64(0.09284766908852593)), ('aurone facilement', np.float64(0.09284766908852593)), ('aurone facilement accessible', np.float64(0.09284766908852593)), ('connexion', np.float64(0.09284766908852593)), ('connexion utilisateurs', np.float64(0.09284766908852593))]",8
Touchlink,"['google', 'ads', 'evolution', 'brand', 'design', 'social', 'media', 'content', 'marketing', 'touchlink', 'cutting', 'edge', 'digital', 'marketing', 'agency', 'specializes', 'providing', 'innovative', 'solution', 'help', 'businesses', 'grow', 'online', 'presence', 'service', 'include', 'google', 'ads', 'evolution', 'brand', 'design', 'social', 'media', 'conter', 'marketing']","['google', 'ads', 'evolution', 'brand', 'design', 'social', 'media', 'content', 'marketing', 'touchlink', 'cutting', 'edge', 'digital', 'marketing', 'agency', 'specializes', 'providing', 'innovative', 'solution', 'help', 'businesses', 'grow', 'online', 'presence', 'service', 'include', 'google', 'ads', 'evolution', 'brand', 'design', 'social', 'media', 'conter', 'marketing']","['marketing', 'google', 'ads', 'evolution', 'brand', 'design', 'social', 'media', 'content', 'touchlink']","[('marketing', np.float64(0.25)), ('ads', np.float64(0.16666666666666666)), ('ads evolution', np.float64(0.16666666666666666)), ('ads evolution brand', np.float64(0.16666666666666666)), ('brand', np.float64(0.16666666666666666)), ('brand design', np.float64(0.16666666666666666)), ('brand design social', np.float64(0.16666666666666666)), ('design', np.float64(0.16666666666666666)), ('design social', np.float64(0.16666666666666666)), ('design social media', np.float64(0.16666666666666666)), ('evolution', np.float64(0.16666666666666666)), ('evolution brand', np.float64(0.16666666666666666)), ('evolution brand design', np.float64(0.16666666666666666)), ('google', np.float64(0.16666666666666666)), ('google ads', np.float64(0.16666666666666666)), ('google ads evolution', np.float64(0.16666666666666666)), ('media', np.float64(0.16666666666666666)), ('social', np.float64(0.16666666666666666)), ('social media', np.float64(0.16666666666666666)), ('agency', np.float64(0.08333333333333333))]",8
Tecyom,"['digital', 'marketing', 'web', 'development', 'seo', 'sem', 'social', 'media', 'graphic', 'design', 'design', 'tecyom', 'leading', 'digital', 'marketing', 'agency', 'specializes', 'web', 'development', 'seo', 'sem', 'social', 'media', 'graphic', 'design', 'design', 'team', 'experienced', 'professional', 'utilizing', 'latest', 'technologie', 'tecyom', 'deliver', 'innovativ', 'solution', 'help', 'businesse', 'achieve', 'online', 'goal']","['digital', 'marketing', 'web', 'development', 'seo', 'sem', 'social', 'media', 'graphic', 'design', 'design', 'tecyom', 'leading', 'digital', 'marketing', 'agency', 'specializes', 'web', 'development', 'seo', 'sem', 'social', 'media', 'graphic', 'design', 'design', 'team', 'experienced', 'professional', 'utilizing', 'latest', 'technologie', 'tecyom', 'deliver', 'innovativ', 'solution', 'help', 'businesse', 'achieve', 'online', 'goal']","['design', 'digital', 'marketing', 'web', 'development', 'seo', 'sem', 'social', 'media', 'graphic']","[('design', np.float64(0.29488391230979427)), ('design design', np.float64(0.14744195615489714)), ('development', np.float64(0.14744195615489714)), ('development seo', np.float64(0.14744195615489714)), ('development seo sem', np.float64(0.14744195615489714)), ('digital', np.float64(0.14744195615489714)), ('digital marketing', np.float64(0.14744195615489714)), ('graphic', np.float64(0.14744195615489714)), ('graphic design', np.float64(0.14744195615489714)), ('graphic design design', np.float64(0.14744195615489714)), ('marketing', np.float64(0.14744195615489714)), ('media', np.float64(0.14744195615489714)), ('media graphic', np.float64(0.14744195615489714)), ('media graphic design', np.float64(0.14744195615489714)), ('sem', np.float64(0.14744195615489714)), ('sem social', np.float64(0.14744195615489714)), ('sem social media', np.float64(0.14744195615489714)), ('seo', np.float64(0.14744195615489714)), ('seo sem', np.float64(0.14744195615489714)), ('seo sem social', np.float64(0.14744195615489714))]",8
Numericia,"['javascript', 'object', 'orient', 'programming', 'numericia', 'entreprise', 'spécialisée', 'services', 'développement', 'web', 'offrons', 'solution', 'javascript', 'programmation', 'orientée', 'objets', 'point', 'fort', 'expertise', 'développement', 'qualité']","['javascript', 'object', 'orient', 'programming', 'numericia', 'entreprise', 'spécialisée', 'services', 'développement', 'web', 'offrons', 'solution', 'javascript', 'programmation', 'orientée', 'objets', 'point', 'fort', 'expertise', 'développement', 'qualité']","['javascript', 'développement', 'object', 'orient', 'programming', 'numericia', 'entreprise', 'spécialisée', 'services', 'web']","[('développement', np.float64(0.25)), ('javascript', np.float64(0.25)), ('développement qualité', np.float64(0.125)), ('développement web', np.float64(0.125)), ('développement web offrons', np.float64(0.125)), ('entreprise', np.float64(0.125)), ('entreprise spécialisée', np.float64(0.125)), ('entreprise spécialisée services', np.float64(0.125)), ('expertise', np.float64(0.125)), ('expertise développement', np.float64(0.125)), ('expertise développement qualité', np.float64(0.125)), ('fort', np.float64(0.125)), ('fort expertise', np.float64(0.125)), ('fort expertise développement', np.float64(0.125)), ('javascript object', np.float64(0.125)), ('javascript object orient', np.float64(0.125)), ('javascript programmation', np.float64(0.125)), ('javascript programmation orientée', np.float64(0.125)), ('numericia', np.float64(0.125)), ('numericia entreprise', np.float64(0.125))]",5
Antares,"['design', 'audit', 'tech', 'seo', 'cloud', 'blog', 'mods', 'service', 'pur', 'css', 'frontends', 'nginx', 'proxie', 'cloudflare', 'antare', 'cutting', 'edge', 'web', 'design', 'development', 'agency', 'specializes', 'providing', 'comprehensive', 'solution', 'businesse', 'looking', 'improve', 'online', 'presence', 'service', 'include', 'design', 'audit', 'tech', 'seo', 'cloud', 'blog', 'mods', 'service', 'prid', 'ourselve', 'latest', 'technologie', 'pur', 'css', 'frontends', 'nginx', 'proxie', 'cloudflare', 'deliver', 'exceptional', 'results', 'client']","['design', 'audit', 'tech', 'seo', 'cloud', 'blog', 'mods', 'service', 'pur', 'css', 'frontends', 'nginx', 'proxie', 'cloudflare', 'antare', 'cutting', 'edge', 'web', 'design', 'development', 'agency', 'specializes', 'providing', 'comprehensive', 'solution', 'businesse', 'looking', 'improve', 'online', 'presence', 'service', 'include', 'design', 'audit', 'tech', 'seo', 'cloud', 'blog', 'mods', 'service', 'prid', 'ourselve', 'latest', 'technologie', 'pur', 'css', 'frontends', 'nginx', 'proxie', 'cloudflare', 'deliver', 'exceptional', 'results', 'client']","['design', 'service', 'audit', 'tech', 'seo', 'cloud', 'blog', 'mods', 'pur', 'css']","[('design', np.float64(0.19405386820594528)), ('service', np.float64(0.19405386820594528)), ('audit', np.float64(0.12936924547063017)), ('audit tech', np.float64(0.12936924547063017)), ('audit tech seo', np.float64(0.12936924547063017)), ('blog', np.float64(0.12936924547063017)), ('blog mods', np.float64(0.12936924547063017)), ('blog mods service', np.float64(0.12936924547063017)), ('cloud', np.float64(0.12936924547063017)), ('cloud blog', np.float64(0.12936924547063017)), ('cloud blog mods', np.float64(0.12936924547063017)), ('cloudflare', np.float64(0.12936924547063017)), ('css', np.float64(0.12936924547063017)), ('css frontends', np.float64(0.12936924547063017)), ('css frontends nginx', np.float64(0.12936924547063017)), ('design audit', np.float64(0.12936924547063017)), ('design audit tech', np.float64(0.12936924547063017)), ('frontends', np.float64(0.12936924547063017)), ('frontends nginx', np.float64(0.12936924547063017)), ('frontends nginx proxie', np.float64(0.12936924547063017))]",8
Wedia,"['assessment', 'wedia', 'english', 'dam', 'solution', 'lightbox', 'video', 'wedia', 'leading', 'provider', 'digital', 'asset', 'management', 'solution', 'offering', 'assessment', 'service', 'powerful', 'dam', 'solution', 'lightbox', 'video', 'technologie', 'expertise', 'field', 'wedia', 'deliver', 'innovativ', 'efficient', 'effectif', 'solution', 'help', 'businesse', 'manager', 'optimize', 'digital', 'asset']","['assessment', 'wedia', 'english', 'dam', 'solution', 'lightbox', 'video', 'wedia', 'leading', 'provider', 'digital', 'asset', 'management', 'solution', 'offering', 'assessment', 'service', 'powerful', 'dam', 'solution', 'lightbox', 'video', 'technologie', 'expertise', 'field', 'wedia', 'deliver', 'innovativ', 'efficient', 'effectif', 'solution', 'help', 'businesse', 'manager', 'optimize', 'digital', 'asset']","['solution', 'wedia', 'assessment', 'dam', 'lightbox', 'video', 'digital', 'asset', 'english', 'leading']","[('solution', np.float64(0.32659863237109044)), ('wedia', np.float64(0.24494897427831783)), ('assessment', np.float64(0.16329931618554522)), ('asset', np.float64(0.16329931618554522)), ('dam', np.float64(0.16329931618554522)), ('dam solution', np.float64(0.16329931618554522)), ('dam solution lightbox', np.float64(0.16329931618554522)), ('digital', np.float64(0.16329931618554522)), ('digital asset', np.float64(0.16329931618554522)), ('lightbox', np.float64(0.16329931618554522)), ('lightbox video', np.float64(0.16329931618554522)), ('solution lightbox', np.float64(0.16329931618554522)), ('solution lightbox video', np.float64(0.16329931618554522)), ('video', np.float64(0.16329931618554522)), ('assessment service', np.float64(0.08164965809277261)), ('assessment service powerful', np.float64(0.08164965809277261)), ('assessment wedia', np.float64(0.08164965809277261)), ('assessment wedia english', np.float64(0.08164965809277261)), ('asset management', np.float64(0.08164965809277261)), ('asset management solution', np.float64(0.08164965809277261))]",8
Brainlabs,"['seo', 'retail', 'media', 'programmatic', 'paid', 'social', 'paid', 'search', 'organic', 'social', 'influencer', 'marketing', 'gmp', 'dater', 'cro', 'brainlab', 'leading', 'digital', 'marketing', 'agency', 'offers', 'wide', 'ranger', 'service', 'including', 'seo', 'retail', 'media', 'programmatic', 'paid', 'social', 'paid', 'search', 'organic', 'social', 'influencer', 'marketing', 'gmp', 'dater', 'cro', 'team', 'expert', 'leverages', 'latest', 'technologie', 'deliver', 'innovative', 'solution', 'drive', 'exceptional', 'results', 'client']","['seo', 'retail', 'media', 'programmatic', 'paid', 'social', 'paid', 'search', 'organic', 'social', 'influencer', 'marketing', 'gmp', 'dater', 'cro', 'brainlab', 'leading', 'digital', 'marketing', 'agency', 'offers', 'wide', 'ranger', 'service', 'including', 'seo', 'retail', 'media', 'programmatic', 'paid', 'social', 'paid', 'search', 'organic', 'social', 'influencer', 'marketing', 'gmp', 'dater', 'cro', 'team', 'expert', 'leverages', 'latest', 'technologie', 'deliver', 'innovative', 'solution', 'drive', 'exceptional', 'results', 'client']","['paid', 'social', 'marketing', 'seo', 'retail', 'media', 'programmatic', 'search', 'organic', 'influencer']","[('paid', np.float64(0.24951314462072213)), ('social', np.float64(0.24951314462072213)), ('marketing', np.float64(0.1871348584655416)), ('cro', np.float64(0.12475657231036107)), ('dater', np.float64(0.12475657231036107)), ('dater cro', np.float64(0.12475657231036107)), ('gmp', np.float64(0.12475657231036107)), ('gmp dater', np.float64(0.12475657231036107)), ('gmp dater cro', np.float64(0.12475657231036107)), ('influencer', np.float64(0.12475657231036107)), ('influencer marketing', np.float64(0.12475657231036107)), ('influencer marketing gmp', np.float64(0.12475657231036107)), ('marketing gmp', np.float64(0.12475657231036107)), ('marketing gmp dater', np.float64(0.12475657231036107)), ('media', np.float64(0.12475657231036107)), ('media programmatic', np.float64(0.12475657231036107)), ('media programmatic paid', np.float64(0.12475657231036107)), ('organic', np.float64(0.12475657231036107)), ('organic social', np.float64(0.12475657231036107)), ('organic social influencer', np.float64(0.12475657231036107))]",8
Meltwater,"['accéder', 'suite', 'services', 'cas', 'ressource', 'savoir', 'connecter', 'demander', 'tarif', 'démo', 'meltwater', 'entreprise', 'offre', 'accès', 'suite', 'services', 'faciliter', 'information', 'temps', 'réel', 'fournissons', 'outils', 'ressources', 'aider', 'entreprises', 'connecter', 'demander', 'tarif', 'démo', 'savoir']","['accéder', 'suite', 'services', 'cas', 'ressource', 'savoir', 'connecter', 'demander', 'tarif', 'démo', 'meltwater', 'entreprise', 'offre', 'accès', 'suite', 'services', 'faciliter', 'information', 'temps', 'réel', 'fournissons', 'outils', 'ressources', 'aider', 'entreprises', 'connecter', 'demander', 'tarif', 'démo', 'savoir']","['suite', 'services', 'savoir', 'connecter', 'demander', 'tarif', 'démo', 'accéder', 'cas', 'ressource']","[('connecter', np.float64(0.18814417367671946)), ('connecter demander', np.float64(0.18814417367671946)), ('connecter demander tarif', np.float64(0.18814417367671946)), ('demander', np.float64(0.18814417367671946)), ('demander tarif', np.float64(0.18814417367671946)), ('demander tarif démo', np.float64(0.18814417367671946)), ('démo', np.float64(0.18814417367671946)), ('savoir', np.float64(0.18814417367671946)), ('services', np.float64(0.18814417367671946)), ('suite', np.float64(0.18814417367671946)), ('suite services', np.float64(0.18814417367671946)), ('tarif', np.float64(0.18814417367671946)), ('tarif démo', np.float64(0.18814417367671946)), ('accès', np.float64(0.09407208683835973)), ('accès suite', np.float64(0.09407208683835973)), ('accès suite services', np.float64(0.09407208683835973)), ('accéder', np.float64(0.09407208683835973)), ('accéder suite', np.float64(0.09407208683835973)), ('accéder suite services', np.float64(0.09407208683835973)), ('aider', np.float64(0.09407208683835973))]",8
Cyber-Duck,"['strategy', 'human', 'center', 'design', 'technical', 'delivery', 'support', 'cyber', 'duck', 'entreprise', 'spécialisée', 'conception', 'stratégies', 'digitale', 'soutien', 'technique', 'somme', 'expert', 'design', 'centré', 'offrons', 'services', 'livreur', 'technologique', 'aider', 'atteindre', 'objectifs', 'numériques', 'entreprise', 'utilise', 'dernière', 'technology', 'disponibles', 'fournir', 'service', 'qualité']","['strategy', 'human', 'center', 'design', 'technical', 'delivery', 'support', 'cyber', 'duck', 'entreprise', 'spécialisée', 'conception', 'stratégies', 'digitale', 'soutien', 'technique', 'somme', 'expert', 'design', 'centré', 'offrons', 'services', 'livreur', 'technologique', 'aider', 'atteindre', 'objectifs', 'numériques', 'entreprise', 'utilise', 'dernière', 'technology', 'disponibles', 'fournir', 'service', 'qualité']","['design', 'entreprise', 'strategy', 'human', 'center', 'technical', 'delivery', 'support', 'cyber', 'duck']","[('design', np.float64(0.19156525704423027)), ('entreprise', np.float64(0.19156525704423027)), ('aider', np.float64(0.09578262852211514)), ('aider atteindre', np.float64(0.09578262852211514)), ('aider atteindre objectifs', np.float64(0.09578262852211514)), ('atteindre', np.float64(0.09578262852211514)), ('atteindre objectifs', np.float64(0.09578262852211514)), ('atteindre objectifs numériques', np.float64(0.09578262852211514)), ('center', np.float64(0.09578262852211514)), ('center design', np.float64(0.09578262852211514)), ('center design technical', np.float64(0.09578262852211514)), ('centré', np.float64(0.09578262852211514)), ('centré offrons', np.float64(0.09578262852211514)), ('centré offrons services', np.float64(0.09578262852211514)), ('conception', np.float64(0.09578262852211514)), ('conception stratégies', np.float64(0.09578262852211514)), ('conception stratégies digitale', np.float64(0.09578262852211514)), ('cyber', np.float64(0.09578262852211514)), ('cyber duck', np.float64(0.09578262852211514)), ('cyber duck entreprise', np.float64(0.09578262852211514))]",8
KOTA,"['branding', 'digital', 'marketing', 'web', 'development', 'copywriting', 'campaign', 'wordpress', 'motion', 'graphic', 'kota', 'service', 'digital', 'agency', 'specializes', 'branding', 'digital', 'marketing', 'web', 'development', 'copywriting', 'campaign', 'team', 'expert', 'utilizes', 'latest', 'technologie', 'wordpress', 'motion', 'graphics', 'create', 'innovative', 'effectif', 'solution', 'client']","['branding', 'digital', 'marketing', 'web', 'development', 'copywriting', 'campaign', 'wordpress', 'motion', 'graphic', 'kota', 'service', 'digital', 'agency', 'specializes', 'branding', 'digital', 'marketing', 'web', 'development', 'copywriting', 'campaign', 'team', 'expert', 'utilizes', 'latest', 'technologie', 'wordpress', 'motion', 'graphics', 'create', 'innovative', 'effectif', 'solution', 'client']","['digital', 'branding', 'marketing', 'web', 'development', 'copywriting', 'campaign', 'wordpress', 'motion', 'graphic']","[('digital', np.float64(0.24659848095803594)), ('branding', np.float64(0.1643989873053573)), ('branding digital', np.float64(0.1643989873053573)), ('branding digital marketing', np.float64(0.1643989873053573)), ('campaign', np.float64(0.1643989873053573)), ('copywriting', np.float64(0.1643989873053573)), ('copywriting campaign', np.float64(0.1643989873053573)), ('development', np.float64(0.1643989873053573)), ('development copywriting', np.float64(0.1643989873053573)), ('development copywriting campaign', np.float64(0.1643989873053573)), ('digital marketing', np.float64(0.1643989873053573)), ('digital marketing web', np.float64(0.1643989873053573)), ('marketing', np.float64(0.1643989873053573)), ('marketing web', np.float64(0.1643989873053573)), ('marketing web development', np.float64(0.1643989873053573)), ('motion', np.float64(0.1643989873053573)), ('web', np.float64(0.1643989873053573)), ('web development', np.float64(0.1643989873053573)), ('web development copywriting', np.float64(0.1643989873053573)), ('wordpress', np.float64(0.1643989873053573))]",8
